label,category,latitude,longitude,commune_proche
Keep Form and Play - CHAMPAGNOLE,SportsAndLeisurePlace,46.74979,5.908,Jougne
Spa Vinothérapie Caudalie,SportsAndLeisurePlace,46.999,5.82353,Jougne
Pascale DUCERF,CulturalSite,46.7111504,4.5838306,Jougne
Musée Gorsline,CulturalSite,47.5820747,4.5300521,Jougne
France Montgolfières - Balloons Flights,SportsAndLeisurePlace,47.463512,3.7417536,Jougne
Atelier de Tapisserie - Mary Framboisine,CulturalSite,47.48313,5.38899,Jougne
Chapelle Saint-Simon de Mailly-Le-Château,CulturalSite,47.59546,3.6409658,Jougne
Bibliothèque,CulturalSite,46.96752,3.27327,Jougne
Table d'orientation,Landform,46.3529182,4.21943069,Jougne
Ligne de démarcation - ancien poste de contrôle allemand - pupitre,CulturalSite,46.7077695,4.67096022,Jougne
Grange de Beauvais,CulturalSite,47.894602,3.700175,Jougne
Camp néolithique de la Montagne de la Roche,CulturalSite,47.710149,5.711098,Damprichard
Aérodrome,SportsAndLeisurePlace,47.6378527,6.19738462,Damprichard
Collégiale Saint-Martin de Clamecy,CulturalSite,47.4693984,3.46931004,Jougne
La clé des sols - une balade insolite dans les vignes de Meursault,SportsAndLeisurePlace,46.97686,4.77441,Jougne
Le lavoir sous roche,CulturalSite,47.45132,6.5778,Damprichard
Site Nordique des Crozets - Terre d'Emeraude,SportsAndLeisurePlace,46.4608238,5.795126,Jougne
Bibliothèque,CulturalSite,47.04808,6.47926,Damprichard
Morbier - Explor Games,SportsAndLeisurePlace,46.774738,6.345935,Damprichard
Chapelle Saint-Martin et ancienne Abbaye de Donzy-le-Pré,CulturalSite,47.3664016,3.11136007,Jougne
Domaine Ninot (Visite-Dégustation - Bicyclettes au domaine),SportsAndLeisurePlace,46.87676,4.7408,Jougne
Lavoir rue du canal,CulturalSite,47.6622225,3.70947226,Jougne
Vélorail du Bazois Morvan,SportsAndLeisurePlace,47.0714511,3.92699881,Jougne
Demi-journée soigneur à la Citadelle,SportsAndLeisurePlace,47.23165,6.03185,Damprichard
Pédaler en Val de Gray,SportsAndLeisurePlace,47.456972,5.614152,Damprichard
Rallye Selfie,SportsAndLeisurePlace,47.1776663,3.01666978,Jougne
Église Saint-Martin,CulturalSite,47.353281,6.361773,Damprichard
Deux mains dans l'Auxois,SportsAndLeisurePlace,47.2617591,4.55528497,Jougne
Maryshop,CulturalSite,47.63805,6.85359,Damprichard
Marais de la vallée de la Druyes,Landform,47.5313639,3.47028162,Jougne
"Baptêmes de l’air en autogire, avion ou pendulaire",SportsAndLeisurePlace,47.4835498,4.34090837,Jougne
Parc'Aventure Franois,SportsAndLeisurePlace,47.2263396,5.92508669,Damprichard
Château-musée Le Trésor des Séquanes,CulturalSite,47.267836,5.7868211,Damprichard
La vallée de la Cure,Landform,47.1365956,4.10018701,Jougne
Jardin de la Poste,CulturalSite,46.4510688,4.11783258,Jougne
Les brouillons de culture,SportsAndLeisurePlace,47.4540495,6.68921309,Damprichard
Disc Golf,SportsAndLeisurePlace,46.98239,3.19309,Jougne
La Carrière de Rampon,Landform,46.37683,4.73534,Jougne
Circuit Jura Sud karting,SportsAndLeisurePlace,46.4309935,5.71227676,Jougne
Église Saint-Didier de Frettes,CulturalSite,47.677475,5.562832,Damprichard
Église Saint-Laurent,CulturalSite,47.1288682,4.34117267,Jougne
Gérard Gendrau,CulturalSite,47.556797,3.060986,Jougne
Le P'tit Atelier de Fabien,CulturalSite,47.50536,4.46918,Jougne
Chapelle Saint-Laurent,CulturalSite,46.5716,4.90806,Jougne
Etang du Château,SportsAndLeisurePlace,46.2025997,4.33778689,Jougne
Sculpture - Sylvie CLICHE,CulturalSite,47.54733,5.74805,Damprichard
Location de VTT électrique | Akila,SportsAndLeisurePlace,47.1039737,6.16268634,Damprichard
Bureau des Guides du Haut-Jura,SportsAndLeisurePlace,46.4609618,6.02929267,Jougne
Pinceaux et petits mots,CulturalSite,47.120941,4.671216,Jougne
Location de quadricycles - Doubs Plaisance,SportsAndLeisurePlace,47.2918353,6.20305907,Damprichard
Eglise Sainte-Foy,CulturalSite,46.6125205,4.5579181,Jougne
LES ANESSES DE LA CÔTE DU PUITS,CulturalSite,47.73673,4.89775,Jougne
Belvédère de la Roche du Barchey,Landform,47.1519995,6.51271355,Damprichard
Doyenné de Bezornay,CulturalSite,46.474465,4.55612,Jougne
Créanys,CulturalSite,46.7884066,3.97901967,Jougne
Eglise de Combertault,CulturalSite,46.992543,4.904096,Jougne
Cherchez le chas,CulturalSite,47.20726,5.40769,Jougne
Sentier botanique Romarin,Landform,47.96803,3.53162,Jougne
Ecole des Vins de Bourgogne - Ateliers de dégustation,SportsAndLeisurePlace,47.31835,5.02999,Jougne
Église sainte catherine,CulturalSite,46.7772838,6.37292399,Damprichard
Battant : chansons des rues au son de l'orgue de barbarie,SportsAndLeisurePlace,47.2432155,6.0188874,Damprichard
Château,CulturalSite,46.3069406,4.60301883,Jougne
Cinéma Eldorado,SportsAndLeisurePlace,47.106949,6.144394,Damprichard
Domaine Ninot (Dégustation - Le Trio Ninot),SportsAndLeisurePlace,46.8766645,4.74084827,Jougne
Circuit découverte de Saint-Claude,CulturalSite,46.3909208,5.86440959,Jougne
Poterie d'Alésia - David Monnin,CulturalSite,47.5370461,4.4947581,Jougne
"Stages de Sculpture, Association Sculpture, Art et Culture",SportsAndLeisurePlace,46.38727,4.49194,Jougne
Château de Commarin,CulturalSite,47.2555838,4.64900948,Jougne
Lavoir de Jully-lès-Buxy,CulturalSite,46.6922645,4.69313345,Jougne
Couleurs Cailloux,SportsAndLeisurePlace,46.3929,5.86449,Jougne
Estelle Le Jeune - L'Annexe (espace d'exposition),CulturalSite,47.29043,3.81413,Jougne
Vestiges du château de la Tour-du-Meix,CulturalSite,46.5279883,5.66546879,Jougne
Belvédère du Bulay,Landform,46.6718208,6.04265213,Jougne
Maison Espagnole,CulturalSite,47.8169609,6.38105868,Damprichard
Cycles Tacnet,SportsAndLeisurePlace,46.948966,4.29786999,Jougne
Lavoir du bourg,CulturalSite,46.7058725,4.67097437,Jougne
Acrogivry Les Aventures en Forêt,SportsAndLeisurePlace,46.755989,4.741407,Jougne
Chartreuse de Champmol et Puits de Moïse,CulturalSite,47.3211815,5.0166965,Jougne
La Maison de la Forêt et du Bocage,CulturalSite,46.807362,5.02754774,Jougne
Lavoir de la Fontaine de la Boudoire,CulturalSite,46.7324387,4.74403056,Jougne
Jardin du curé,Landform,46.7683524,6.23969292,Jougne
Galerie d'Arts Lorella Santiago,CulturalSite,47.3258947,5.0317952,Jougne
Centre aquatique - Aqua2lacs,SportsAndLeisurePlace,46.8046898,6.30608797,Damprichard
La Roche de Vergisson,Landform,46.30963,4.716371,Jougne
Le Peintelier - Le jeu de peindre,SportsAndLeisurePlace,46.7092004,4.6982498,Jougne
Promenade des remparts,CulturalSite,46.98431,3.15599,Jougne
Eglise Saint-Bénigne,CulturalSite,46.79759,4.76107,Jougne
L'âme du papier,CulturalSite,46.95034,4.63597,Jougne
Théâtre Municipal de Sens,SportsAndLeisurePlace,48.200428,3.2815534,Jougne
Court de tennis,SportsAndLeisurePlace,46.7758762,6.03848934,Jougne
Neyrat Autun France,CulturalSite,46.950439,4.302454,Jougne
Locaboat plaisance,SportsAndLeisurePlace,47.652351,5.97435235,Damprichard
Insolite Training,SportsAndLeisurePlace,46.7899561,4.8407143,Jougne
Bloc session,SportsAndLeisurePlace,47.61526,6.84731,Damprichard
Atelier Duramen,CulturalSite,46.7130976,4.6959796,Jougne
Ferme du tracteur et matériel agricole anciens,CulturalSite,47.4486693,6.20481291,Damprichard
Le Massif du Morvan,Landform,47.27581,4.096613,Jougne
Le Prieuré de La Charité-sur-Loire,CulturalSite,47.1782367,3.0168766,Jougne
Oratoire Notre-Dame Reine de tous les Saints,CulturalSite,47.02343,6.32235,Damprichard
Musée de l'écluse 62,CulturalSite,47.2537219,5.092207,Jougne
Musée de la vigne et du vin du vigneron,CulturalSite,46.9141428,4.63435095,Jougne
Monument Saint-Étienne,CulturalSite,47.2541951,4.58869097,Jougne
Piscine plein air de Chalezeule,SportsAndLeisurePlace,47.2660091,6.07264995,Damprichard
Village de Nolay,CulturalSite,46.9526376,4.6337401,Jougne
Bourgogne Pêche François Deline,SportsAndLeisurePlace,47.3683405,3.9970899,Jougne
Mont Lassois,CulturalSite,47.8931017,4.5598892,Jougne
Domaine de Beauregard,SportsAndLeisurePlace,46.89285,4.62351,Jougne
Ferme-musée la Pastorale,CulturalSite,46.8089162,6.1830248,Jougne
Fleurs des rizieres,SportsAndLeisurePlace,47.500129,6.779858,Damprichard
Le barrage du Châtelot,Landform,47.1017471,6.74421949,Damprichard
Le Vieil Hôpital,CulturalSite,46.8695417,4.57629109,Jougne
Eglise Saint-Maimboeuf,CulturalSite,47.5097513,6.79195404,Damprichard
Confrerie des Compagnons du Boitchu,SportsAndLeisurePlace,47.44685,6.832999,Damprichard
Chapeau la vie,CulturalSite,46.7146606,4.6953766,Jougne
Pont-canal de Pont d'Ouche,CulturalSite,47.1675345,4.70090481,Jougne
Atelier de la Lune Vague,CulturalSite,46.5652181,4.9092979,Jougne
Centre équestre de Semur-en-Auxois,SportsAndLeisurePlace,47.48403,4.31313,Jougne
Station de ski alpin - Chaux-Neuve,SportsAndLeisurePlace,46.6726271,6.13800384,Jougne
Lavoir du bourg,CulturalSite,46.684885,4.6743221,Jougne
Cercle de Voile de Malbuisson (CVMA),SportsAndLeisurePlace,46.8034671,6.30516529,Damprichard
Tuilerie,CulturalSite,46.4908394,5.2492686,Jougne
Parc de la Fontaine aux Fées,CulturalSite,47.334819,4.995972,Jougne
Domaine du Val de Bonnal,SportsAndLeisurePlace,47.5100852,6.35741374,Damprichard
Locaboat Holidays,SportsAndLeisurePlace,46.8436552,4.6298733,Jougne
Les Fantaisies de la Pie,CulturalSite,47.3467879,4.355471,Jougne
Cercle cartophile du Pays de Montbéliard,SportsAndLeisurePlace,47.508936,6.7978371,Damprichard
Woodturn 28 - Jean Domergue,CulturalSite,47.6125257,3.5669105,Jougne
Elle O'Délices,SportsAndLeisurePlace,47.9008447,3.6418109,Jougne
Thibault Gladel - Accompagnateur en montagne,SportsAndLeisurePlace,47.0553165,6.60285483,Damprichard
Eglise de Voray-sur-l'Ognon,CulturalSite,47.3419444,6.0208333,Damprichard
Château de Ménessaire,CulturalSite,47.1340665,4.1582235,Jougne
Helena MONNIELLO - Professeur de peinture,CulturalSite,46.36792,5.88098,Jougne
Location de VTC et VTT électriques,SportsAndLeisurePlace,47.48173,6.3523,Damprichard
Le Champ de l'Etre,SportsAndLeisurePlace,46.1949697,4.06368595,Jougne
Musée du Temps,CulturalSite,47.23583,6.02655887,Damprichard
Parc Communal,CulturalSite,46.8650637,4.6483668,Jougne
Grenouille canoë,SportsAndLeisurePlace,46.5864747,5.6963835,Jougne
Parc Polaire,SportsAndLeisurePlace,46.6535344,6.14372848,Jougne
Site archéologique de Villards d'Héria,CulturalSite,46.4230817,5.74272751,Jougne
Bateau le Louisiane,SportsAndLeisurePlace,46.5220158,5.6734784,Jougne
"Atelier du Montet, Jos Hassler",CulturalSite,46.5672836,4.22413049,Jougne
Belvédère du vignoble,Landform,46.8832742,5.75924789,Jougne
Atelier Pétales Sauvages,CulturalSite,47.2846091,4.7637208,Jougne
La Chevauchée des Petits Sabots,SportsAndLeisurePlace,46.2371479,4.02048116,Jougne
Théâtre municipal de Beaune,SportsAndLeisurePlace,47.027172,4.8398991,Jougne
Local 'cuisine d'autrefois',CulturalSite,47.57891,6.49915,Damprichard
La cascade de la Peusse,Landform,47.0653978,6.17199087,Damprichard
Eglise Romane,CulturalSite,46.55737,4.734174,Jougne
Eglise Saint-Symphorien,CulturalSite,46.4496,4.88485,Jougne
Spa by la Cloche,SportsAndLeisurePlace,47.3242669,5.0340547,Jougne
Bobinette et Coquelicot,CulturalSite,46.6622633,4.6232619,Jougne
La Forge des Affranchis,CulturalSite,47.25943,3.19005,Jougne
Location de canoës à Auxonne,SportsAndLeisurePlace,47.1940065,5.3874817,Jougne
Site gallo-romain de l'Ecartelot,CulturalSite,47.136689,4.817964,Jougne
Initiation à l'oenologie !,SportsAndLeisurePlace,46.46819,4.80124,Jougne
Gare routière,CulturalSite,47.4483159,5.5938679,Damprichard
Chateau de Montrambert,CulturalSite,47.255908,5.542414,Jougne
Escapes Games extérieurs,SportsAndLeisurePlace,47.29168,4.40131,Jougne
Sentier karstique du Grand Bois et grotte Maëva,Landform,47.1603543,6.06181642,Damprichard
Friendly Rosalie,SportsAndLeisurePlace,46.8794546,4.95004518,Jougne
Savonnerie AMOA,CulturalSite,46.963511,5.028028,Jougne
Les Clos Vivants,SportsAndLeisurePlace,47.3226917,5.0409126,Jougne
Les maisons d’architectes par et pour eux-mêmes entre le XVIIIe et le XIXe siècle,SportsAndLeisurePlace,47.23426,6.02597,Damprichard
Claude Lullier : un imagier de la renaissance,SportsAndLeisurePlace,47.23972,6.02235,Damprichard
Domaine du Château de Rougeon - Découverte en Méhari,SportsAndLeisurePlace,46.72859,4.684441,Jougne
Domergue Aviation,SportsAndLeisurePlace,47.206916,6.078926,Damprichard
Ligne de démarcation - ancien poste de contrôle allemand - Pupitre,CulturalSite,46.7568573,4.8453457,Jougne
MTR cuir,CulturalSite,47.25186,5.71116,Jougne
NeoCenter,SportsAndLeisurePlace,47.6054323,6.8593596,Damprichard
Lavoir,CulturalSite,47.3647463,4.85953591,Jougne
Église St Pierre,CulturalSite,47.1898192,4.44225265,Jougne
Prieuré de marast,CulturalSite,47.5576463,6.38348579,Damprichard
L'Atelier du Dragon de Terre,CulturalSite,46.6198209,4.815804,Jougne
Vélibourgogne,SportsAndLeisurePlace,47.793109,3.5822517,Jougne
Piscine municipale de la Fontaine d'Ouche,SportsAndLeisurePlace,47.3232651,5.00091828,Jougne
"Nos plus belles maisons de la Renaissance, circuit 2",SportsAndLeisurePlace,47.2343218,6.03318079,Damprichard
La Minoterie,SportsAndLeisurePlace,47.310263,5.0264184,Jougne
Le Jardin du Prieuré,CulturalSite,47.897497,3.234247,Jougne
Cinéma Mégarama,SportsAndLeisurePlace,46.671361,5.55079599,Jougne
La Boutique - Les Guimards,CulturalSite,47.5320967,3.0728401,Jougne
Église Saint Andoche,CulturalSite,47.1826639,4.3634658,Jougne
Etang Le Neptune,SportsAndLeisurePlace,47.270554,4.140188,Jougne
Bistrot de la Scène,SportsAndLeisurePlace,47.3058938,5.060445,Jougne
Association pour les Forges de Baignes,SportsAndLeisurePlace,47.586216,6.050476,Damprichard
"Joallerie, Hélène Lambert",CulturalSite,47.3026584,5.0373775,Jougne
Activités du rucher-école de Varzy,SportsAndLeisurePlace,47.358977,3.386801,Jougne
Eglise Saint-Denis,CulturalSite,46.47509,4.81257,Jougne
Légionnaires en herbe,SportsAndLeisurePlace,47.5356968,4.4690336,Jougne
Musée du Patrimoine Gueugnonnais,CulturalSite,46.5718281,4.0558983,Jougne
Dominique VERRIER-COMPAIN,SportsAndLeisurePlace,47.3812368,4.12873869,Jougne
Lavoir de la rue des deux ponts,CulturalSite,47.8152673,3.80185425,Jougne
Abeilles et Découvertes,SportsAndLeisurePlace,47.3737636,3.5025113,Jougne
Atelier du Peintre - Michel Faillenet,CulturalSite,47.1048054,6.1491825,Damprichard
Voile Libre de Montagny,SportsAndLeisurePlace,46.9943306,4.83959646,Jougne
Centre équestre de Corlay,SportsAndLeisurePlace,46.600994,4.83092415,Jougne
Françoise Graf,CulturalSite,47.2359201,6.02175851,Damprichard
Tour de la Motte Forte,CulturalSite,47.1315223,4.48639915,Jougne
Base de Loisirs & Nautique de la Saline,SportsAndLeisurePlace,47.6637507,6.50134857,Damprichard
Eglise Saint Nizier d'Accolay,CulturalSite,47.6617979,3.70917186,Jougne
La Vitrine,CulturalSite,46.67353,5.55067,Jougne
Eglise Saint-Jean-Baptiste,CulturalSite,47.3161054,4.86005267,Jougne
Eglise Saint-Bonnet,CulturalSite,46.39052,4.83384,Jougne
Les Bois de Falone,CulturalSite,46.6819743,4.8944974,Jougne
Auto / moto la passion mobile,SportsAndLeisurePlace,47.4988075,6.84662819,Damprichard
Balades sonores : Holos Gramma,SportsAndLeisurePlace,47.2480734,5.9938554,Damprichard
Domaine de la Chouette - Salle d'activités culturelles,SportsAndLeisurePlace,47.740962,4.615836,Jougne
Le Jardin de Simples,CulturalSite,46.4354195,4.65773413,Jougne
Ceramik Mak,CulturalSite,46.6249505,5.7699255,Jougne
Lau'Craft,CulturalSite,47.4206505,6.0678528,Damprichard
Anim' Ma Nature,SportsAndLeisurePlace,46.246808,4.208297,Jougne
Église Notre-Dame de l'Assomption - Morez,CulturalSite,46.5214209,6.019927,Jougne
L'Art du Temps,CulturalSite,46.7742797,6.03672788,Jougne
"Chasse au trésor ""Le trésor de Catherine""",SportsAndLeisurePlace,47.3272516,4.78852367,Jougne
Tournus Canoë,SportsAndLeisurePlace,46.565872,4.913717,Jougne
Château et Parc Vauvert,CulturalSite,47.4617965,3.51547891,Jougne
Visite du village d'Arthel,CulturalSite,47.2453994,3.40850996,Jougne
Esprit Bohème,CulturalSite,46.432927,4.65945379,Jougne
Au Siège Refée,CulturalSite,47.2792383,4.2292771,Jougne
Aiguille sur Roche,CulturalSite,46.7460976,5.4545511,Jougne
Gorges de Malvaux - Bief de la Ruine,Landform,46.6404201,6.0298542,Jougne
Château de Marnay,CulturalSite,47.2892991,5.7732377,Damprichard
Altimage Ulm,SportsAndLeisurePlace,46.5607085,4.97344264,Jougne
Association de l'Ane au Zébu,SportsAndLeisurePlace,47.414702,4.9555052,Jougne
Kamalaine Sophie Bertolotti-Poulot,CulturalSite,47.1812,5.29987,Jougne
Site raquettes - Villers-le-Lac - Crêtes Franco-Suisse,SportsAndLeisurePlace,47.0731138,6.684404,Damprichard
Anne Sallé - Communication & Bien-Être,SportsAndLeisurePlace,47.239,6.02042,Damprichard
Odile Bayle,CulturalSite,47.22586,6.06626,Damprichard
Casino Joa de Besançon,SportsAndLeisurePlace,47.2429601,6.03092613,Damprichard
Site d'escalade - Culles-les-Roches,SportsAndLeisurePlace,46.6552626,4.65536257,Jougne
Ville de Châtillon-en-Bazois,CulturalSite,47.0541,3.6579101,Jougne
Ma Scène Nationale,SportsAndLeisurePlace,47.5109108,6.79769396,Damprichard
Forêt de Prémery,Landform,47.2019996,3.29349994,Jougne
Métal déployé,CulturalSite,47.61984,4.33732,Jougne
L'Église Saint-Symphorien,CulturalSite,47.2891879,5.77115174,Damprichard
Atelier Euphonia,CulturalSite,47.0651059,6.2172352,Damprichard
Parc de Loisirs de Curley - Arc Evasion,SportsAndLeisurePlace,47.20156,4.904982,Jougne
Le Signal de Mont,Landform,46.6439399,3.83975313,Jougne
Ô Spa - Ô Rouge,SportsAndLeisurePlace,47.22778,4.96752,Jougne
ESF Morbier,SportsAndLeisurePlace,46.5630072,6.0244643,Jougne
PORTRAITS D’ARCHITECTES : Alphonse Delacroix (1807-1878),SportsAndLeisurePlace,47.23762,6.02641,Damprichard
Poney club pirouette,SportsAndLeisurePlace,46.6801481,5.40719715,Jougne
Château de Vaux-sur-Poligny,CulturalSite,46.827167,5.723582,Jougne
Isabelle Pandini,CulturalSite,47.4853049,3.094021,Jougne
Chapelle de Montpetot,CulturalSite,46.8704788,6.389575,Damprichard
L'Echelle des 16 écluses et sa Vallée,CulturalSite,47.1778458,3.66679035,Jougne
L'Empreinte,SportsAndLeisurePlace,47.478575,3.311536,Jougne
Lavoir,CulturalSite,46.66267,4.61944201,Jougne
Les Calèches du Saut du Doubs,SportsAndLeisurePlace,47.071423,6.669459,Damprichard
La Galerie de la Filature,CulturalSite,47.700254,6.633119,Damprichard
Le Ferme de Châtenay - Fournier Laurence,SportsAndLeisurePlace,46.5855207,4.79938824,Jougne
La Fabrique du Chocolat,CulturalSite,47.1084178,6.1382217,Damprichard
Moulin à Vent,CulturalSite,47.0577681,4.66045374,Jougne
Château de Montcony,CulturalSite,46.701137,5.29214755,Jougne
Palette et Couleurs,CulturalSite,47.336056,5.362184,Jougne
Poterie Ludovic,CulturalSite,46.9524666,5.8653903,Jougne
Source du Bel Affreux,Landform,47.1687907,4.74732452,Jougne
Les Feuillantines,CulturalSite,47.212799,5.420213,Jougne
Vergers vivants,SportsAndLeisurePlace,47.469327,6.9061409,Damprichard
Golf de Pontarlier,SportsAndLeisurePlace,46.934918,6.406275,Damprichard
Collégiale Saint Hippolyte,CulturalSite,46.8376307,5.7099069,Jougne
Musée de Nuits-Saint-Georges,CulturalSite,47.1388,4.95054,Jougne
Centre Ayurvédique Marie de Bourgogne,SportsAndLeisurePlace,47.02272,4.83482,Jougne
Belvédère de Toulouse-le-Château,Landform,46.82278,5.58666,Jougne
Visite du village de Grancey-le-Château-Neuvelle,SportsAndLeisurePlace,47.6694824,5.0251046,Jougne
Tapisseries d'Aubusson,CulturalSite,46.7893564,3.9707004,Jougne
Château de Pommard,CulturalSite,47.0078852,4.7984004,Jougne
Parc de l'Hôtel de Ville,CulturalSite,46.4356158,4.27718037,Jougne
Roc & Eau,SportsAndLeisurePlace,47.1033052,6.14222982,Damprichard
La Maison de la Mémoire Cuisellienne,CulturalSite,46.4945296,5.38833981,Jougne
Belvédère de la roche aux corneilles,Landform,46.4557097,5.70225834,Jougne
Multisports - Sport Loisir Aventure,SportsAndLeisurePlace,47.3130145,4.71070483,Jougne
Découverte de la vigne en 4x4,SportsAndLeisurePlace,46.8965278,4.6692316,Jougne
Lylyflane,CulturalSite,47.1645666,4.6490775,Jougne
"CHERLIEU, Présence Cistercienne",SportsAndLeisurePlace,47.795949,5.80324499,Damprichard
Evasion Jura,SportsAndLeisurePlace,46.6996591,5.7284327,Jougne
Flight Academy,SportsAndLeisurePlace,47.5445344,5.20682439,Jougne
La Montagne de Dun,Landform,46.256256,4.345814,Jougne
L'Eté à Vézelay,CulturalSite,47.4645889,3.7448211,Jougne
La Vigoureuse,Landform,46.3886624,5.98743219,Jougne
Prairies alluviales,Landform,46.83311,4.98957,Jougne
Colonne romaine,CulturalSite,47.0470038,4.64193598,Jougne
Terrain Endurance Tout Terrain,SportsAndLeisurePlace,47.70997,5.74201,Damprichard
Visites commentées des expositions,SportsAndLeisurePlace,47.3133803,5.0459555,Jougne
Ferme en agriculture biologique de Florence Voisot,SportsAndLeisurePlace,47.4470333,5.0628218,Jougne
Bief des Courtines,Landform,47.52173,5.10778,Jougne
Festival du cinema,SportsAndLeisurePlace,47.4486675,5.58955192,Damprichard
Église Saint-Quentin,CulturalSite,47.1369675,4.71781568,Jougne
Source de la Douix,CulturalSite,47.860858,4.579651,Jougne
Église de la Nativité,CulturalSite,47.3032135,4.50178398,Jougne
Eglise Saint-Christophe de Champlitte-la-Ville,CulturalSite,47.6163462,5.514268,Damprichard
Atelier Louis Astier,CulturalSite,46.4611593,5.7946535,Jougne
Cani-Rando en famille,SportsAndLeisurePlace,47.55526,5.7523,Damprichard
Belvédère de Lézat,Landform,46.4998548,5.9298023,Jougne
Ateliers récréatifs autour du gin - Distillerie du Clos Saint Joseph,SportsAndLeisurePlace,46.97422,4.77037,Jougne
Raf Photographie,CulturalSite,47.07774,5.49651,Jougne
Ef'feuilles,CulturalSite,46.99401,3.14063,Jougne
LASER FUSION,CulturalSite,47.0151621,3.1780678,Jougne
Atelier GKO,CulturalSite,46.5647389,4.8954919,Jougne
Centre Nautique,SportsAndLeisurePlace,46.676345,4.3847995,Jougne
Le mur peint d'ernest pignon ernest,CulturalSite,47.6376921,6.85465335,Damprichard
Xtrem Zone,SportsAndLeisurePlace,46.99841,3.17661,Jougne
Galerie d'Art Saint-Pierre,CulturalSite,47.4654,3.74553,Jougne
Laine sculptée,CulturalSite,47.27804,5.69708,Jougne
Découverte du centre historique de Gray,SportsAndLeisurePlace,47.44874,5.5879,Damprichard
Espace muséal Jules Adler,CulturalSite,47.81726,6.38149,Damprichard
Les Trotts des Chevrières,SportsAndLeisurePlace,46.38164,4.84263,Jougne
Tennis Club de la Vallée,SportsAndLeisurePlace,47.105062,6.1476404,Damprichard
Théâtre du Rempart,SportsAndLeisurePlace,47.4901785,4.3291683,Jougne
L'établissement thermal,CulturalSite,47.8205894,6.37683391,Damprichard
Belvédère du Morillon,Landform,46.6361776,5.94205856,Jougne
ENS - Les Coteaux de Belvoir,Landform,47.3209797,6.6072945,Damprichard
Au Fil des fées,CulturalSite,47.5255545,3.5400967,Jougne
Galerie de l'Hôtel de Saulx,CulturalSite,47.0226841,4.8360125,Jougne
Info jeunes Val de Gray,SportsAndLeisurePlace,47.449805,5.58114,Jougne
Complexe Aquatique Cristallys,SportsAndLeisurePlace,47.2484054,6.805467,Damprichard
Les Voûtes de La Collancelle,Landform,47.1687256,3.64130775,Jougne
Randoquad des Cerisiers,SportsAndLeisurePlace,47.8878437,6.3904071,Damprichard
Cascade et reculée de la Frasnée,Landform,46.5553524,5.81143061,Jougne
Ferme pédagogique des Petits Sabots,SportsAndLeisurePlace,46.2371181,4.02056699,Jougne
Réserve Naturelle Régionale Tourbières de Frasne Bouverans,Landform,46.8345963,6.15646361,Jougne
Domaine Équestre - Haras de Villechétive,SportsAndLeisurePlace,48.0940396,3.51527243,Jougne
Auditorium,CulturalSite,47.3281844,5.0525442,Jougne
Cluny by Montgolfières en Charolais,SportsAndLeisurePlace,46.5014979,4.63153771,Jougne
"Huilerie ""Réveillée""",CulturalSite,46.7894277,3.11871341,Jougne
Domaine Baptiste GUYOT : Découverte de nos vins et des caves,SportsAndLeisurePlace,47.02851,4.82881,Jougne
A Hue et A Dia,SportsAndLeisurePlace,47.049688,4.2172436,Jougne
Ecluse de la Charme 28S,SportsAndLeisurePlace,47.2302144,4.7381907,Jougne
Le Mont Fier,Landform,46.4624358,6.00135356,Jougne
Bob Chatelain,CulturalSite,47.8994801,3.6463026,Jougne
Tennis club du Val de Loue - Quingey,SportsAndLeisurePlace,47.1042139,5.887304,Jougne
Activité pêche sur les 4 Rivières,SportsAndLeisurePlace,47.55655,5.68021,Damprichard
Minigolf de la Peupleraie,SportsAndLeisurePlace,47.5021259,6.826279,Damprichard
Chemins de Bourgogne,SportsAndLeisurePlace,47.0209841,4.8390458,Jougne
Site Nordique de Foncine-le-Haut,SportsAndLeisurePlace,46.6457627,6.0807915,Jougne
École de Ski Internationale - ESI Métabief,Landform,46.7683443,6.35750591,Damprichard
Balade sans dessus dessous : combiné vélo et spéléo,SportsAndLeisurePlace,47.14301,6.04452,Damprichard
Milly Arts,CulturalSite,47.327128,4.79143654,Jougne
Circuit de la Goutte d'eau,SportsAndLeisurePlace,47.0756234,3.10039282,Jougne
Point de vue de Montaigu,Landform,47.3010472,6.73120399,Damprichard
ESI Métabief - Jardin des neiges,SportsAndLeisurePlace,46.7681826,6.35718404,Damprichard
"La Boulangerie s'enfarine, boutique de créateurs",CulturalSite,46.6310284,4.4785108,Jougne
La Ferme du Bois Dieu,SportsAndLeisurePlace,47.490469,3.922223,Jougne
Dîner ou Déjeuner Spectacle,Landform,48.05528,3.52346,Jougne
Euroveloroute 6,SportsAndLeisurePlace,47.5049536,6.80369138,Damprichard
Sur la trace des Mémoires Jouvencelles,SportsAndLeisurePlace,46.607323,4.66974239,Jougne
"Marnay, Cité de Caractère de Bourgogne-Franche-Comté",CulturalSite,47.293761,5.773639,Damprichard
Harmonie d'herimoncourt,SportsAndLeisurePlace,47.4309269,6.918898,Damprichard
Eglise Saint-Albain,CulturalSite,46.4291,4.8773,Jougne
Eglise Saint Laurent,CulturalSite,46.7332,3.82522,Jougne
OWK,CulturalSite,47.2787,4.22704,Jougne
Bellefonbois - horloges comtoises & aménagements,CulturalSite,46.5589723,6.07118594,Jougne
Illustrations et Cartes Bien Vudo,CulturalSite,46.7886471,5.6162325,Jougne
