label,category,locality,postal_code,latitude,longitude
La Nature du Bois,CulturalSite,Chauffailles,71170,46.2051562,4.3507886
Chapelle Expiatoire des Carmes - Saint Claude,CulturalSite,Saint-Claude,39200,46.3873327,5.86133262
Recup'créations,CulturalSite,Saint-Pierre-le-Moûtier,58240,46.7895623,3.1084818
Médiathèque,CulturalSite,Métabief,25370,46.77331,6.34946
A Chaque Passant son Histoire,CulturalSite,Cussy-en-Morvan,71550,47.091866,4.163046
Château de Thenissey,SportsAndLeisurePlace,Thenissey,21150,47.4922462,4.6239813
La Salle Bleue,CulturalSite,Corbigny,58800,47.2589757,3.6834803
Musées de Sens,CulturalSite,Sens,89100,48.1974783,3.2842464
Maison Royale de Pesmes,CulturalSite,Pesmes,70140,47.279329,5.567436
Biathl'ON Xplore,SportsAndLeisurePlace,Verrières-de-Joux,25300,46.89746,6.44989
La calèche des Chauvins,SportsAndLeisurePlace,Grande-Rivière Château,39150,46.545818,5.919336
La Concorde,SportsAndLeisurePlace,Arc-lès-Gray,70100,47.45644,5.58295
Jean Pierre Lépine,CulturalSite,Lavans-lès-Saint-Claude,39170,46.3811553,5.76706075
"Le Cellier des Arts, Galerie d'art et d'artisanat d'art",CulturalSite,Autun,71400,46.944959,4.299632
Sophie Bidot,CulturalSite,Saint-Fargeau,89170,47.63819,3.07556
Bateaux du Saut du Doubs,SportsAndLeisurePlace,Villers-le-Lac,25130,47.056645,6.67139227
Tir à l'arc l Akila Gorges de la Loue,SportsAndLeisurePlace,Ornans,25290,47.1041068,6.16279361
4 lacs,Landform,Le Frasnois,39130,46.631669,5.91579437
A la lueur des contes,SportsAndLeisurePlace,Mathay,25700,47.4286596,6.7792817
Sapin Président,Landform,Les Fourgs,25300,46.8195798,6.41580676
Tombeau de Jocelyn,CulturalSite,Bussières,71960,46.3385859,4.70109676
Roulottes en Bourgogne,SportsAndLeisurePlace,Saint-Vallier,71230,46.635787,4.3458957
Club de la Joie,SportsAndLeisurePlace,Gevigney-et-Mercey,70500,47.79873,5.93132
Bibliothèque d'Authoison,CulturalSite,Authoison,70190,47.48796,6.14846
Eglise Saint-Martin,CulturalSite,Saint-Martin-sous-Montaigu,71640,46.81568,4.71218
École-musée de Champagny,CulturalSite,Champagny,21440,47.459327,4.76295663
Société de pêche de l'étang du bois la Haut,SportsAndLeisurePlace,Saint-Marcel,70500,47.8281014,5.8213182
Eglise Saint-Antoine,CulturalSite,Chevagny-sur-Guye,71220,46.5385868,4.50981457
Eglise Luthérienne de Clairegoutte,CulturalSite,Clairegoutte,70200,47.6629767,6.62099807
Collection de l'Escale à jeux,CulturalSite,Sologny,71960,46.3580848,4.6801945
Point de partage des eaux,Landform,Meilly-sur-Rouvres,21320,47.2076867,4.5530852
Ebénisterie Chapot,CulturalSite,Mancey,71240,46.5703596,4.8452881
Games Factory Chalon,SportsAndLeisurePlace,Chalon-sur-Saône,71100,46.7875242,4.86667582
Eglise Saint-Ferréol de Saint-Fargeau,CulturalSite,Saint-Fargeau,89170,47.6403151,3.074025
Musée national Magnin,CulturalSite,Dijon,21000,47.3209376,5.04225507
Eglise Saint Léger,CulturalSite,Fléty,58170,46.7890941,3.90224416
MaNa - Campus Design & Métiers d'art,CulturalSite,Champignelles,89350,47.7660915,3.0758333
Bibliothèque municipale,CulturalSite,Arc-et-Senans,25610,47.033553,5.783943
"Gaïa Loisirs : Filets Suspendus, Sentier Ludik', Explor Games, Trottinette ElectriK's, Nuits perchées, Guinguette",SportsAndLeisurePlace,Lamoura,39310,46.399287,5.94933311
Le circuit des fontaines,SportsAndLeisurePlace,Besançon,25000,47.24256,6.02111
Maison forte de Montbozon,CulturalSite,Montbozon,70230,47.467756,6.258233
La Maison Royale,CulturalSite,Pesmes,70140,47.27925,5.56723
ESI Evasions Nordiques,SportsAndLeisurePlace,Longevilles-Mont-d'Or,25370,46.774605,6.3539151
Réservoir du lac du Bourdon,Landform,Saint-Fargeau,89170,47.6083007,3.11967992
Manufacture de Digoin 1875,CulturalSite,Digoin,71160,46.4848011,3.98922166
Beffroi de Saint-Fargeau,CulturalSite,Saint-Fargeau,89170,47.64021,3.07205
Belvédère Saint-Jean,Landform,Château-Chalon,39210,46.75584,5.6276
Belvédère la Cendrée,Landform,Charquemont,25140,47.185528,6.84296627
Basilique Saint-Pierre,CulturalSite,Luxeuil-les-Bains,70300,47.8168916,6.3810865
La Chapellle d'Avigny,CulturalSite,Mailly-la-Ville,89270,47.5819428,3.70712667
Lac C.2.B.,SportsAndLeisurePlace,Pierre-de-Bresse,71270,46.9016006,5.25605379
Ecurie les grands essarts,SportsAndLeisurePlace,Hérimoncourt,25310,47.4304098,6.87947988
Port de la Mercantine,SportsAndLeisurePlace,Maisod,39260,46.4638541,5.68819999
Grottes de Blanot,Landform,Blanot,71250,46.47915,4.747033
Bourg médiéval - Buxy,CulturalSite,Buxy,71390,46.7135758,4.69537515
Vue panoramique de Mont,Landform,Saint-Honoré-les-Bains,58360,46.8952919,3.87996819
Mont-Rivel,Landform,Champagnole,39300,46.7476,5.90752
Musée Auguste Grasset,CulturalSite,Varzy,58210,47.3591003,3.38521003
Burgundy Wine School®,SportsAndLeisurePlace,Beaune,21200,47.0247766,4.8421361
Espace d'Artagnan,CulturalSite,Sainte-Croix-en-Bresse,71470,46.5728439,5.24517996
"Balade, découverte et dégustation dans un Clos Bourguignon : le Clos de la Belle Châtelaine",SportsAndLeisurePlace,Beaune,21200,47.042816,4.809729
Métabief Equitation,SportsAndLeisurePlace,Métabief,25370,46.7635087,6.34487271
Lavoir de Châtellenot,CulturalSite,Châtellenot,21320,47.23587,4.48785
Camping Le Hameau des Champs - Location de vélos,SportsAndLeisurePlace,Cormatin,71460,46.5482933,4.6829412
Piscine,SportsAndLeisurePlace,Chaux-des-Crotenay,39150,46.6623968,5.96179962
Encadrement Air Kayak | Akila,SportsAndLeisurePlace,Ornans,25290,47.1040978,6.16279631
Le Carnaval baroque,Landform,Dijon,21000,47.3281152,5.05248729
Le parcours sauvage,SportsAndLeisurePlace,La Celle-en-Morvan,71400,46.9772108,4.2145706
Horizons Jura,SportsAndLeisurePlace,Métabief,25240,46.7133409,6.1940753
Arboretum de Vignoles,CulturalSite,Vignoles,21200,47.029819,4.888729
Porte de la Poterne,CulturalSite,Deux Rivières,89460,47.6843795,3.69062036
CPIE du Haut Doubs,SportsAndLeisurePlace,La Rivière-Drugeon,25560,46.8668522,6.2148081
Jardins aquatiques ACORUS,CulturalSite,Autoreille,70700,47.368363,5.80765265
Horloge Astronomique,CulturalSite,Besançon,25000,47.2336737,6.03101134
Haras National de Cluny,CulturalSite,Cluny,71250,46.4352136,4.65910165
"Emmanuelle FLOCH. ""Boolette Créations""",CulturalSite,Rigny,70100,47.46984,5.62381
Site d'escalade des 3 Commères,SportsAndLeisurePlace,Morbier,39400,46.543074,6.02788483
ENS - La basse Vallée de l'Allan,Landform,Brognard,25600,47.5215418,6.86916579
Chapelle Saint-Hermès Saint-Augustin,CulturalSite,Villey-sur-Tille,21120,47.5608412,5.11383917
Jacques-Olivier Trompas Photographies,CulturalSite,Treigny-Perreuse-Sainte-Colombe,89520,47.55118,3.18473
Kit Super Papi & Super Mamie,SportsAndLeisurePlace,Sens,89100,48.201456,3.282209
Cathédrale Saint-Bénigne,CulturalSite,Dijon,21000,47.3215612,5.03416202
Vitraux de l'Eglise St Pierre de Préporché,CulturalSite,Préporché,58360,46.9219545,3.85262384
Musée d'Art et d'Histoire de Puisaye,CulturalSite,Villiers-Saint-Benoît,89130,47.7802261,3.2075171
La besace à fondue,SportsAndLeisurePlace,Prémanon,39220,46.45952,6.04832
Cinéma Le Tivoli,SportsAndLeisurePlace,Charolles,71120,46.4350799,4.2731096
Site raquettes - La Chaux - Cernay Blanche,SportsAndLeisurePlace,La Chaux,25650,47.01893,6.43177
Jurallye-Tour Organisation de Road-Trip automobile,SportsAndLeisurePlace,Prémanon,39220,46.46553,6.0399
Atelier Luzycyclette - EBE L'Etabli,SportsAndLeisurePlace,Sémelay,58170,46.79092,3.97382
Cascade des Combes,Landform,Saint-Claude,39200,46.4022729,5.87816933
Belvédère de la Roche Fendue,Landform,Foncine-le-Haut,39460,46.66384,6.04763031
Moulin Taron SARL,CulturalSite,Chaussin,39120,46.9668447,5.4099553
Domaine alpin,SportsAndLeisurePlace,Foncine-le-Haut,39460,46.6582537,6.0836409
Chemins de Bourgogne - Après-midi en Côte de Nuits,SportsAndLeisurePlace,Dijon,21200,47.0208692,4.83919808
Piscine Nauti'Lure,SportsAndLeisurePlace,Lure,70200,47.6849213,6.5040224
Canoë Club Nivernais,SportsAndLeisurePlace,Nevers,58000,46.9857844,3.16570746
Les tourbières du bief de Nanchez,Landform,Nanchez,39150,46.5129498,5.84869795
Parc des Lauriers,SportsAndLeisurePlace,Fragnes-La Loyère,71530,46.833522,4.846589
Port du Meix,SportsAndLeisurePlace,La Tour-du-Meix,39270,46.519564,5.67301043
Jolyot Jérôme,CulturalSite,Pointre,39290,47.22483,5.50096
Visite guidée d'Ornans,SportsAndLeisurePlace,Ornans,25290,47.10636,6.14688
SPA 5 places / Espace détente & beauté,SportsAndLeisurePlace,Pouilly-en-Auxois,21320,47.2625,4.55548
Atelier du Crocodile Bleu,CulturalSite,Moutiers-Saint-Jean,21500,47.56075,4.20818
Cinéma Municipal Casino,SportsAndLeisurePlace,Clamecy,58500,47.4580911,3.5154486
Atelier « c’est vous le brasseur »,SportsAndLeisurePlace,Beaune,21200,47.010338,4.85525599
Usine de Montzeron,CulturalSite,Toutry,21460,47.4906428,4.12387928
Belvédère de Mandeure,Landform,Mandeure,25350,47.4308538,6.7956717
Aéronautique du Nivernais,SportsAndLeisurePlace,Marzy,58180,46.9985008,3.11006999
Dégustation Les essentiels,SportsAndLeisurePlace,Pierreclos,71960,46.33042,4.68566
Reculée des Planches et cascade des Tufs,Landform,Les Planches-près-Arbois,39600,46.8753599,5.80555848
Les cycles des mille étangs,SportsAndLeisurePlace,Mélisey,70270,47.753847,6.575576
Compagnie Ciconia Théâtre,SportsAndLeisurePlace,Besançon,25000,47.23844,6.02911
Le Complexe de Gevrey,SportsAndLeisurePlace,Gevrey-Chambertin,21220,47.2235874,4.9914622
Eglise Saint-Barbe,CulturalSite,Gergueil,21410,47.2401819,4.81735422
Olivier Leflaive - Les visites,SportsAndLeisurePlace,Puligny-Montrachet,21190,46.9465069,4.7537826
Golf de Montceau-les-Mines,SportsAndLeisurePlace,Montceau-les-Mines,71300,46.6829768,4.35820468
La ferme bress'âne,SportsAndLeisurePlace,Commenailles,39140,46.79025,5.42971
Château de Trélague,CulturalSite,La Tagnière,71190,46.7839288,4.2177281
Ateliers Pierre de Bourgogne,CulturalSite,Baigneux-les-Juifs,21450,47.59846,4.649319
Visite et dégustation au Domaine Debray,SportsAndLeisurePlace,Beaune,21200,47.0198933,4.8367384
La Perce-Muraille,CulturalSite,Saint-Père,89450,47.47182,3.77646
ESF Bellefontaine,SportsAndLeisurePlace,Bellefontaine,39400,46.5575054,6.06967129
Cycles du château d'eau,SportsAndLeisurePlace,Champagnole,39300,46.74321,5.91122
Chapelle du Pontet,CulturalSite,Anglure-sous-Dun,71170,46.232064,4.361285
Brode et Bobine,CulturalSite,Millery,21140,47.504947,4.3301646
Château de Digoine,CulturalSite,Palinges,71430,46.531447,4.212687
Ecurie les Rouillons,SportsAndLeisurePlace,Fouchères,89150,48.1840421,3.1443898
Cinéma Le Morvan,SportsAndLeisurePlace,Le Creusot,71200,46.8057486,4.4200506
L'Académie des Bienséances,SportsAndLeisurePlace,Nevers,58000,47.00542,3.15244
Les écuries de Messey,SportsAndLeisurePlace,Messey-sur-Grosne,71390,46.662623,4.746346
Château de Saint-Point - Lamartine,CulturalSite,Saint-Point,71520,46.343141,4.614443
Atelier de Poterie,CulturalSite,Asnan,58420,47.3093986,3.55422997
Association Culturelle Châtillonnaise,SportsAndLeisurePlace,Châtillon-sur-Seine,21400,47.8604478,4.5735784
Eglise Saint-Julien,CulturalSite,Laizy,71190,46.9072544,4.200041
Tennis club sanclaudien,SportsAndLeisurePlace,Saint-Claude,39200,46.3765616,5.87225024
Médiathèque intercommunale,CulturalSite,Sellières,39230,46.8273451,5.5625445
Hélène Carron - Artiste peintre,CulturalSite,Saint-Gengoux-le-National,71460,46.6142653,4.66385812
Cours Saint-Mauris,CulturalSite,Dole,39100,47.0945303,5.49716591
Village de Sainte-Colombe-en-Auxois,CulturalSite,Sainte-Colombe-en-Auxois,21350,47.4280625,4.4583963
Église St Marcel,CulturalSite,Marcheseuil,21430,47.1452772,4.3481833
La Flèche Noironnaise,SportsAndLeisurePlace,Noiron-sur-Seine,21400,47.94695,4.485
Atelier de réparation de vélos,SportsAndLeisurePlace,Clamecy,58500,47.463503,3.5200372
San-Forma/Sports Animations Numériques Formations,SportsAndLeisurePlace,Les Rousses,39220,46.487275,6.064371
Location Voile Radio Commandée,SportsAndLeisurePlace,Bazolles,58110,47.1622775,3.6148613
Vu d'en Haut,SportsAndLeisurePlace,La Pesse,39370,46.289486,5.85991859
Moulin à vent Les éventées,CulturalSite,Saint-Pierre-le-Moûtier,58240,46.8026008,3.12314009
Galerie Bernard Thévenet,CulturalSite,Charolles,71120,46.4354799,4.27518438
Canoë Kayak Dole,SportsAndLeisurePlace,Dole,39100,47.080467,5.48468658
Eglise romane Saint-Jean-Baptiste,CulturalSite,Chassignelles,89160,47.759439,4.176753
Le vieux saule - Bien être,SportsAndLeisurePlace,Saints-en-Puisaye,89520,47.6202376,3.26310603
Les Belles Fontaines en Fête,SportsAndLeisurePlace,Combeaufontaine,70120,47.70827,5.88681
Mont-Calvaire de Sombacour,CulturalSite,Bians-les-Usiers,25520,46.9486743,6.2609354
Le Cellier Armand Heitz - Caveau de Dégustation,SportsAndLeisurePlace,Pommard,21630,47.00891,4.7939
Lac de Bellefontaine,Landform,Bellefontaine,39400,46.5722816,6.08893177
La Batterie des Roches,CulturalSite,Pont-de-Roide-Vermondans,25150,47.3737748,6.77990172
Château de Moncley,CulturalSite,Moncley,25170,47.3117121,5.88775127
Flaveurs et Chefs,SportsAndLeisurePlace,Beaune,21200,47.0224598,4.8401805
Centre aquatique Amphitrite,SportsAndLeisurePlace,Montbard,21500,47.6318867,4.33256373
Église Notre-Dame,CulturalSite,Gourdon,71300,46.6415061,4.44656992
Clos de la Belle Chatelaine : Visite du clos et dégustation de 2 vins et crème de cassis,SportsAndLeisurePlace,Beaune,21200,47.04286,4.80951
Espace musée Sainte-Madeleine,CulturalSite,Besançon,25000,47.2401569,6.01954221
Musée d'Art et d'Histoire,CulturalSite,Auxerre,89000,47.8007902,3.5721658
Le Cheval Blanc,SportsAndLeisurePlace,Alise-Sainte-Reine,21150,47.5365562,4.4901313
Eglise Saint-Martin,CulturalSite,Gissey-sur-Ouche,21410,47.2638803,4.76964865
Village de Meursault,CulturalSite,Meursault,21190,46.9781675,4.7699404
Synagogue de Chablis,CulturalSite,Chablis,89800,47.8141141,3.80109289
Site de pêche - Étang des Sources,SportsAndLeisurePlace,Saint-Honoré-les-Bains,58360,46.904523,3.8237273
Domaine Saône Valley,SportsAndLeisurePlace,Traves,70360,47.6139817,5.9747047
Besançon à l'heure de l'apéritif,SportsAndLeisurePlace,Besançon,25000,47.23475,6.02928
Église fortifiée de Pichanges,CulturalSite,Pichanges,21120,47.46173,5.14976
Metaldart,CulturalSite,Vitteaux,21350,47.3989732,4.54449119
Escape Game : BUREAU 401,SportsAndLeisurePlace,Grand-Charmont,25200,47.520632,6.8244527
Sellerie du Rousset,CulturalSite,Le Rousset-Marizy,71220,46.587087,4.447506
Lavoir du Chemin des Sanguinots,CulturalSite,Courgis,89800,47.7768576,3.75436037
Artisanat sur corne,CulturalSite,Saint-Claude,39200,46.3871514,5.8648207
Auto rétro des sapins,SportsAndLeisurePlace,Cogna,39130,46.5801365,5.754341
Le Jardin des Îles,CulturalSite,Éternoz,25330,47.00751,6.029552
La Filature de Ronchamp,CulturalSite,Ronchamp,70250,47.7004508,6.63907601
Eglise Notre-Dame et Saint-Roch,CulturalSite,Vaux-en-Pré,71460,46.6276754,4.5991579
Fug Game - Live escape Besançon - Essais cliniques,SportsAndLeisurePlace,Besançon,25000,47.2347997,6.02117211
La Maison Cordienne,CulturalSite,Jussey,70500,47.82453,5.90126
Mer de pierres - Curiosité géologique,Landform,Collonge-en-Charollais,71460,46.6518837,4.5340776
Outdoor Activities,SportsAndLeisurePlace,Clairvaux-les-Lacs,39130,46.56742,5.75199
Ancienne chapelle Saint-Odilon,CulturalSite,Cluny,71250,46.4302766,4.65394416
Eglise de Curbigny,CulturalSite,Curbigny,71800,46.309298,4.311896
Fonderie de cloches Ch. Obertino,CulturalSite,Labergement-Sainte-Marie,25160,46.7704571,6.2794429
Cinéma L'étoile,SportsAndLeisurePlace,Saulieu,21210,47.28051,4.23001
Maison des Vieux Métiers,CulturalSite,Châtenay,71800,46.2918796,4.3840707
Salle Guenebaut,SportsAndLeisurePlace,Darcey,21150,47.55006,4.57076
"Balade en calèche des lacs, aux montagnes !",SportsAndLeisurePlace,Saint-Germain-en-Montagne,39300,46.77934,5.9372
Le mystère du blason perdu,SportsAndLeisurePlace,Beaune,21200,47.02603,4.840004
La cascade de Vaux,Landform,Ornans,25580,47.108207,6.231073
Château de Balleure SAS,SportsAndLeisurePlace,Étrigny,71240,46.578577,4.8004609
Horloges Comtoises Converset Sébastien,CulturalSite,Héricourt,70400,47.57894,6.75488247
Faudesteuil,CulturalSite,Mantry,39230,46.78578,5.56287
Atelier Athena,CulturalSite,Nevers,58000,46.9892997,3.16269993
Étang de la Grande Chaussée,Landform,La Lanterne-et-les-Armonts,70270,47.7960011,6.54562752
Loca Concept Esplanade,SportsAndLeisurePlace,Mâcon,71000,46.3016304,4.8321645
Lavoir des Chavannes,CulturalSite,Montceau-les-Mines,71300,46.6592407,4.3462601
La cabane Art Crea,CulturalSite,Rioz,70190,47.4236354,6.06988605
Coutellerie JC2C,CulturalSite,Saint-Pierre-le-Vieux,71520,46.2864012,4.53743829
Centre équestre du Moirot,SportsAndLeisurePlace,Écleux,39600,47.0046766,5.73324602
Lavoir rue Paul Desjardins,CulturalSite,Pontigny,89230,47.9120023,3.71253937
Site Nordique de Arc-sous-Cicon,SportsAndLeisurePlace,Arc-sous-Cicon,25520,47.036391,6.412403
Tour Sarrasine,CulturalSite,Saint-Sauveur-en-Puisaye,89520,47.6180017,3.19856471
Terrain de football,SportsAndLeisurePlace,Crain,89480,47.526676,3.554634
Eglise Saint-Barthélémy,CulturalSite,Torcy,71210,46.78429,4.4342
Accueil des Pélerins - Exposition permanente sainte Marguerite-Marie et saint Claude La Colombière,CulturalSite,Paray-le-Monial,71600,46.4511705,4.12201998
Galerie de peinture mathieu,CulturalSite,Marast,70110,47.5568354,6.38370037
Maloe,SportsAndLeisurePlace,Châtillon-sur-Seine,21400,47.86234,4.57468
Lavoir de la route de Vézelay,CulturalSite,Trucy-sur-Yonne,89460,47.6294284,3.66067484
Balade à Chagny,SportsAndLeisurePlace,Chagny,71150,46.91054,4.7546
Il était une fois la vigne,SportsAndLeisurePlace,Gevrey-Chambertin,21220,47.22611,4.96912
Caveau de dégustation Loubet-Dewailly - Découverte des vins de la Côte de Beaune,SportsAndLeisurePlace,Beaune,21200,47.0238291,4.8362486
Église Saint-Martin,CulturalSite,Bellenot-sous-Pouilly,21320,47.2836257,4.54305758
Eglise Saint-Pierre de Boussières,CulturalSite,Boussières,25320,47.1569241,5.9039172
Eglise Saint-Germain de Gergy,CulturalSite,Gergy,71590,46.8779696,4.94634312
Val de Saône,Landform,Gray,70100,47.4493013,5.5863611
Apothicairerie de l'Hôtel-Dieu,CulturalSite,Mâcon,71000,46.308437,4.8313549
Location de VTT - Adrénaline,SportsAndLeisurePlace,Métabief,25370,46.7695038,6.3564574
Collégiale Notre-Dame de Dole,CulturalSite,Dole,39100,47.09267,5.49451
"Office de Tourisme Chablis, Cure, Yonne & Tonnerrois - Location de vélos",SportsAndLeisurePlace,Chablis,89800,47.815169,3.801454
Eglise romane Saint-Gervais,CulturalSite,Bourg-le-Comte,71110,46.3077319,3.98894847
Pitou Parc,SportsAndLeisurePlace,Cosne-Cours-sur-Loire,58200,47.3982859,2.93464964
Église Saint-Symphorien,CulturalSite,Blancey,21320,47.3049699,4.46805994
Piscine municipale de Chevigny-Saint-Sauveur,SportsAndLeisurePlace,Chevigny-Saint-Sauveur,21800,47.3045908,5.12803972
Cascade de Pissevieille,Landform,La Rixouse,39200,46.4536375,5.89314598
Bateau électrique - Canalous Plaisance,SportsAndLeisurePlace,Châtillon-en-Bazois,58110,47.052461,3.655934
Balades sonores : Cé-cité,SportsAndLeisurePlace,Besançon,25000,47.2413281,6.0315726
Empreintes de dinosaures à Coisia,CulturalSite,Thoirette-Coisia,39240,46.3029085,5.5694203
Pont-Levis Digoin,CulturalSite,Digoin,71160,46.4878445,4.01610369
Piscine intercommunale de la Vallée de l'Oze,SportsAndLeisurePlace,Verrey-sous-Salmaise,21690,47.439207,4.668012
Le site de Thareau,Landform,Saint-Hilaire-Fontaine,58300,46.7535751,3.62827229
Anne Oppetit,CulturalSite,Saint-Amand-en-Puisaye,58310,47.53262,3.07287
Gorges de Narvau,Landform,Lormes,58140,47.2866237,3.8144875
Galerie Charles Pouchon,CulturalSite,Mouthier-Haute-Pierre,25920,47.0397414,6.27420953
Musée du Poilu et de l'Artisanat des Tranchées,CulturalSite,Sivignon,71220,46.423828,4.50284058
Belvédère sous la roche,Landform,Montcusel,39260,46.3446367,5.65263542
City-stade,SportsAndLeisurePlace,Varzy,58210,47.3539191,3.38454262
Eglise Saint-Cyr-Sainte-Julitte,CulturalSite,Écuelles,71350,46.94179,5.06088
Le fort des basses perches,CulturalSite,Danjoutin,90400,47.6259627,6.86855903
Château de Châtillon,SportsAndLeisurePlace,Châtillon-en-Bazois,58110,47.0498662,3.6515896
La Fosse Dionne,Landform,Tonnerre,89700,47.8566461,3.9709226
Les Ateliers de la Fabrique,CulturalSite,Saint-Amand-en-Puisaye,58310,47.5286051,3.06303739
La Bougie Charitoise,CulturalSite,La Charité-sur-Loire,58400,47.1708242,3.0273388
Maison de Pays de Nozeroy - Artisanat,CulturalSite,Nozeroy,39250,46.7739392,6.0364004
Étang de la Boue,SportsAndLeisurePlace,Rémilly,58250,46.8168913,3.77279899
Jean-Marc Thiebaut - Un après-midi de chien,CulturalSite,Gray,70100,47.4477678,5.59150457
François Xavier DE LAUNAY,CulturalSite,Nanton,71240,46.602429,4.83067499
Parc de la Ballastière-Sennepy,CulturalSite,Saint-Clément,89100,48.2123007,3.2864986
Espace Gislebertus-Destination Autun,CulturalSite,Autun,71400,46.94542,4.29875
Vins et Visites Insolites à Dijon,SportsAndLeisurePlace,Dijon,21000,47.328483,5.033736
Moulin-Musée de Ménetreuil,CulturalSite,Ménetreuil,71470,46.5724068,5.09333749
Point de vue du Moine,Landform,Mouthier-Haute-Pierre,25920,47.0294178,6.2687663
Galerie d’Art Hosotte,CulturalSite,Irancy,89290,47.714328,3.666187
"Sentier de randonnee ""la Voie du Tacot""",SportsAndLeisurePlace,Athesans-Étroitefontaine,70110,47.5974819,6.51017189
"Croisière gourmande à bord MS ""Le p’tit Baron""",SportsAndLeisurePlace,Gissey-sur-Ouche,21410,47.2776836,4.78365006
Auberge Franc-Comtoise - Location de matériel,SportsAndLeisurePlace,Villers-le-Lac,25130,47.0734655,6.6663993
Atelier de confection de Cales à Diairi,CulturalSite,Montbéliard,25200,47.51829,6.78914365
Pêche aux étangs du Bois du Roy,SportsAndLeisurePlace,Trévillers,25470,47.2869147,6.88156127
Hôtel Jehanin de Chamblanc (ou d'Arviset),CulturalSite,Dijon,21000,47.3221665,5.0457611
D'Ici et D'Ailleurs,SportsAndLeisurePlace,Saint-Gervais-en-Vallière,71350,46.93864,4.95101
Golf du Domaine du Roncemay,SportsAndLeisurePlace,Montholon,89110,47.8439213,3.3018166
Balade en calèche,SportsAndLeisurePlace,Thoissia,39160,46.4237135,5.39660906
Sentiers de Chaumour,Landform,Saint-Rémy,21500,47.6337273,4.29898721
Sources de l'Ignon,Landform,Poncey-sur-l'Ignon,21440,47.496597,4.762588
Musée départemental des Arts & Techniques,CulturalSite,Champlitte,70600,47.61694,5.50952553
Aire de jeu extérieure,SportsAndLeisurePlace,Scey-sur-Saône-et-Saint-Albin,70360,47.6641734,5.96896648
Terre Touchée - Céramique Art Artisanal,CulturalSite,Flavigny-sur-Ozerain,21150,47.5123661,4.53226853
Piscine communautaire de Vitteaux,SportsAndLeisurePlace,Vitteaux,21350,47.3994695,4.5341305
Atelier Nathalie Petrier,CulturalSite,Colombier-en-Brionnais,71800,46.294488,4.306875
Château de La Chapelle-de-Bragny,CulturalSite,La Chapelle-de-Bragny,71240,46.6326516,4.77099386
Disc golf Lac des Settons Morvan - ACTIVITAL,SportsAndLeisurePlace,Montsauche-les-Settons,58230,47.18826,4.06925274
Eglise Saint-Vincent,CulturalSite,Saint-Vincent-des-Prés,71250,46.4748861,4.55908518
"Atelier boutique ""LB Céramique""",CulturalSite,Bois-d'Amont,39220,46.52384,6.12668
Église Saint-Cassien,CulturalSite,Veilly,21360,47.1265542,4.59848692
Lavoncourt Smart Village - Voyage dans le temps,SportsAndLeisurePlace,Lavoncourt,70120,47.6249797,5.7861287
Oratoire du pas de la Vierge,CulturalSite,Pontarlier,25300,46.90426,6.35218
Musée des Armées Lucien Roy,CulturalSite,Beure,25720,47.2070111,6.00483297
Belvédère de la colline Saint-Martin-de-Laives,Landform,Laives,71240,46.6389574,4.8541164
Gorges de la Lemme,Landform,Le Vaudioux,39300,46.6666378,5.94377517
Au Jardin Clos,SportsAndLeisurePlace,Auxerre,89000,47.79732,3.574043
Usine textile Van de Walle,CulturalSite,Chauffailles,71170,46.207548,4.338252
Megazone Laser Games - Pure Mission - Escape Game,SportsAndLeisurePlace,Auxerre,89000,47.813297,3.5762143
Les Ballons d'Olivier,SportsAndLeisurePlace,Villeneuve-sur-Yonne,89500,48.083564,3.2876846
Eglise Saint-Pierre,CulturalSite,Uchizy,71700,46.5022189,4.884683
Ville de Semur-en-Auxois,Landform,Semur-en-Auxois,21140,47.491304,4.333688
Lavoir de Salives,CulturalSite,Salives,21580,47.6165599,4.91739391
Cours de cuisine à l'Hostellerie Bourguignonne,SportsAndLeisurePlace,Verdun-sur-le-Doubs,71350,46.8906747,5.0261385
"Sentier de randonnee ""la Seigneurie de Granges""",SportsAndLeisurePlace,Mignavillers,70110,47.580926,6.55119895
Aventure Jeux® – Les Mystérieux Carrés Rouges,SportsAndLeisurePlace,Saint-Claude,39200,46.38621,5.86524
Croisière commentée sur la Saône,SportsAndLeisurePlace,Scey-sur-Saône-et-Saint-Albin,70360,47.6516505,5.97446926
Galerie des Artistes,CulturalSite,Saint-Claude,39200,46.38694,5.86653
La Ferme de la Marquise - élevage de bisons,SportsAndLeisurePlace,Dampierre-sur-Salon,70180,47.5469391,5.6516492
Base de loisirs du Pays de Montbéliard,SportsAndLeisurePlace,Brognard,25600,47.529831,6.85652392
Ancey Ramik,CulturalSite,Ancey,21410,47.32892,4.82663
La flânerie d'Audrey,SportsAndLeisurePlace,Fort-du-Plasne,39150,46.6151989,5.98079112
Domaine nordique - Vaux-et-Chantegrue - La Combe Noire,SportsAndLeisurePlace,Vaux-et-Chantegrue,25160,46.8119854,6.24851703
"ATELIER ""SCULPTURE NATURE""",CulturalSite,Gemeaux,21120,47.4770695,5.1378165
Les Maisons Bérard,CulturalSite,Migennes,89400,47.9621082,3.5132876
Plate-forme Industrielle Courrier,CulturalSite,Dijon,21080,47.322047,5.04148
Musée de l'Avallonnais Jean Després,CulturalSite,Avallon,89200,47.4864419,3.906578
